id,number,kiosk_price,new_price,old_price,diff
12099,586GY-82,203,203,197,0
15355,8229-ARPW,179,179,169,0
12409,5447-36XL*,273,273,269,0
14573,1386T-1*,175,,175,175
15022,471PU,83,83,79,0
12131,5415RF-13,100,100,99,0
12244,1828-6,117,,117
12207,5155S,23,,23
15207,1769-4,85,85,79,0
12527,586-14,72,72,70,0
15731,1722-1*,259,259,249,0
12675,2046-5,183,183,179,0
14020,8480GRY-1PW,309,309,295,0
12439,2447*,123,,123
14364,2046-6,52,52,52,0
12558,710-24,59,59,57,0
15747,1824-50*,919,919,899,0
13304,2147W-1*,129,,129,129
14373,1955T-1*,99,99,99,0
12430,2516A,93,93,88,0
15215,1788-5,247,247,239,0
12040,5456S,45,,45
15172,1752-4,115,115,109,0
12388,1156WHT,37,,37,37
12394,1149WHT,37,,37,37
12346,2547S,41,41,40,0
14667,5466-30,89,89,85,0
12228,5100-S3,63,63,60,0
14668,5466-04,79,79,75,0
12762,1946K-1CK*,549,,549,549
12748,1949K-1CK*,299,,299,299
12629,2867K-1CK*,229,,229
12568,710-40,299,299,289,0
13983,8336-RC,230,230,219,0
15416,1719-4,95,95,89,0
13433,1737NC-9,269,269,259,0
15277,5165GY-48,91,91,89,0
12623,2042-1*,129,129,129,0
14663,3551-05,149,149,139,0
12502,1393BK-78,193,,193
14598,4949BK*,139,,139,139
12384,1157BRW,41,,41,41
14039,8308-1PW,309,309,299,0
12312,5055A,65,65,63,0
12436,2456S,34,34,33,0
14472,2147BK-9,125,,125,125
13176,5789KN-1EK*,225,225,215,0
12861,1707K-1EK*,329,329,329,0
12784,1916KBK-1EK*,389,,389,389
13048,1911-9,319,,319,319
12911,1883KN-1CK*,259,259,249,0
12880,1704-5,529,,529,529
12971,1915-6,43,43,43,0
12885,1714KW-1EK*,389,389,379,0
13030,1927-1*,299,299,299,0
13885,8480RED-AR,120,120,110,0
12959,1904F-1*,119,,119,119
12851,1711-9,225,225,220,0
13083,1912-6,143,,143,143
13120,1916K-1EK*,389,,389,389
14809,3605-31,55,,55
13088,1918-4,169,,169,169
15229,1904GY-1*,119,,119,119
14697,3526-05,249,249,239,0
13880,8230BLK-3,349,349,329,0
12731,1957-6,53,53,53,0
12886,1714W-1*,289,289,279,0
12989,1908-11,145,145,140,0
12843,1717-11,279,,279,279
12958,1904-1*,119,,119,119
12857,1708-5,229,,229,229
12810,1866GY-1*,399,,399,399
12827,1723-6,83,,83,83
13558,1349K-1EK*,285,,285,285
13385,2159K-1EK*,499,,499,499
14783,1288-307,159,159,154,0
13323,1810K-1EK*,285,,285
14767,710-04*,115,115,109,0
13797,8200BRW-3PW,625,625,599,0
12353,2544-64,129,129,123,0
12717,1958K-1CK*,399,399,399,0
13071,1935PNK-1CK*,599,599,599,0
12801,1907KW-1CK*,355,355,349,0
12494,3270-S1W,47,47,45,0
12974,1737KNGY-1CK*,465,465,459,0
13103,1928K-1CK*,299,299,299,0
12836,1717K-1CK*,419,419,419,0
12411,5447-24FAS,74,74,72,0
15792,5572,165,165,159,0
12556,727-40,279,279,269,0
13887,8480GRY-2LCN,290,290,270,0
13989,8490-LC,230,230,219,0
13268,1828-5,479,,479
13645,1277F2S,119,,119,119
14101,1234-1,299,299,289,0
16070,8257BRW-2,255,255,239,0
13678,8219-2,144,144,139,0
13539,1356BK-15,0,,0
13515,1733-4,95,95,89,0
13280,1811KW-1EK*,259,259,255,0
14508,1349T-1*,179,,179,179
13303,2147KW-1EK*,185,,185,185
14571,1386-1*,299,,299,299
14844,2601-31,86,86,82,0
13639,2025-1HB,58,58,56,0
13644,1277F1S,119,,119,119
13651,8226GY-CR,115,,115
13839,8212-AC,105,105,99,0
12949,1936-1*,119,119,119,0
12061,1958S,80,80,75,0
13125,1916-6,113,,113,113
14192,9700BRW-3,295,295,279,0
15235,1904GY-9,124,,124,124
14683,3588-04,58,58,55,0
15544,1726-1*,389,389,379,0
13354,2243-6,115,115,115,0
14035,8326BRW-2,369,369,349,0
13404,2146-4,62,,62
11942,5546-50*,565,565,549,0
12225,5108S,59,59,57,0
15042,2601-15,73,73,69,0
15919,1218DG-2,179,179,169,0
13324,1810-1*,205,,205
14043,9734TP-3,205,,205
13184,1896KN-1EK*,169,169,165,0
16052,9928BLK-2,259,259,245,0
13145,2147SG-9,125,,125,125
13798,8200BRW-2PW,605,605,579,0
12142,5428-S1,63,63,60,0
13899,8308-CN,100,100,95,0
12539,586-24,31,31,30,0
15216,1788-6,53,53,53,0
14005,8480BRW-3,399,399,379,0
12484,5327S,43,43,42,0
12549,1372S,47,,47,47
11975,5516-66,127,127,121,0
14678,3257RF-02,69,69,65,0
13776,8234TT-3,279,,279
12358,2544-13,57,57,54,0
14104,8518-2,155,,155
15771,2544S,35,35,33,0
14185,9739-4,155,155,145,0
13772,8380-1,199,199,189,0
12807,1907W-9,305,305,299,0
14015,8480RED-1,259,259,245,0
14114,9669FCP-AC,100,100,95,0
13295,1799K-1CK*,399,399,399,0
13451,2124K-1CK*,389,389,389,0
13249,1834K-1CK*,499,499,499,0
13364,2243-11,340,340,329,0
15030,5099-17,209,209,199,0
13843,8212-LR,171,171,161,0
13844,8212-RR,171,171,161,0
13756,8245GY-3SL,349,349,329,0
13811,8223BK-1PW,349,,349
13135,1845LED-6,116,116,116,0
14174,9723-3,319,,319,319
13317,2147BK-4,59,,59,59
13771,8380-2,285,285,269,0
14670,3587-04,83,83,79,0
14845,4738PU,85,85,82,0
14279,1191F1S,67,,67,67
13998,8318-CR,350,350,340,0
12961,1904-4,69,,69,69
13810,8223BK-2PW*,539,,539
14234,8209BR-3SC,209,209,199,0
14044,9734TP-2,185,,185
13809,8223BK-3PW*,649,,649
12936,1856-6,25,25,25,0
11950,5531-112*,499,499,489,0
14595,4966DG*,255,255,249,0
13915,8303-OT,105,105,99,0
15017,470PU,179,179,169,0
14407,1386FPP-1*,329,,329,329
14432,2145-4,49,,49,49
14333,2052TW-1,52,52,49,0
14488,2021FW-1,73,73,70,0
14207,4501-F1,85,,85,85
14283,1193F1S,139,139,133,0
15276,5162WW-24,40,40,39,0
13144,2147SG-6,33,,33,33
14433,2145-5,119,,119,119
12984,1908-1*,139,139,129,0
14125,9668BLK-3,359,359,339,0
12702,1968-9,139,,139,139
14289,8555WHT-1,105,,105,105
12146,5411RF-82,209,,209
14669,3587-30,125,125,119,0
12720,1958-4,149,149,139,0
12605,2458-36,209,,209,209
13422,2145T-1*,79,,79,79
12408,2466S,65,65,62,0
12397,1148RED,30,,30,30
12750,1949-1*,219,,219,219
14886,4501-F2,85,,85,85
15231,1904TGY-1*,99,,99,99
14316,B2053W-9,109,,109,109
15182,1753-9,159,,159,159
12673,2046F-1*,165,165,159,0
12787,1916BK-4,139,,139,139
12918,1882N-1*,179,179,169,0
14358,2042-5,149,149,145,0
12354,2544S,35,35,33,0
15066,5099-17,209,209,199,0
12137,5428-S1,63,63,60,0
14241,8327GY-1S,165,165,155,0
14900,8327GY-1S,165,165,155,0
13901,8308-LCPW,260,260,250,0
13993,8318-5L,360,360,350,0
13999,8318-LRPW,280,280,270,0
13979,8336-CN,71,71,64,0
14116,9669FCP-CR,165,165,155,0
14146,9739CH-L,250,250,235,0
14147,9739CH-R,250,250,236,0
14356,2042T-1*,89,89,89,0
13978,8336-AR,140,140,135,0
14004,8480BRW-3PW,499,499,479,0
12757,1947-1*,399,,399
12712,1961-1*,139,139,139,0
14229,8215BJ-1,125,125,119,0
14441,1936-9,120,120,119,0
14041,8300-2PW*,659,659,639,0
12596,5104,239,239,235,0
12811,1866GY-4,185,,185,185
15903,8250RN-3,199,,199,199
14278,1191F3S,71,,71,71
12706,1967W-4,65,65,59,0
14311,B2053W-9,109,,109,109
13967,8329BRW-1,155,155,149,0
14196,9701BLK-2,125,,125,125
14034,8326BRW-3,389,389,369,0
14032,8326BLK-2,369,369,349,0
12758,1947-4,119,,119
14343,2047TBK-1,52,52,49,0
12311,5055-82,285,285,269,0
14086,8412-2,599,599,565,0
13881,8230BLK-2,349,349,329,0
13107,1928-5,249,249,239,0
15773,5163-48,81,81,79,0
13161,2168WW-1*,619,,619,619
14519,1356BK-9,170,,170
13816,8329CH-2,235,235,219,0
15517,1759-1,105,105,99,0
13770,8380-3,305,305,289,0
15332,5614-72,145,145,139,0
12943,2220-4,39,,39,39
13795,8200BRW-2,505,505,479,0
13996,8318-ARPW,260,260,250,0
14649,8079-30,85,,85,85
13170,1869-4,95,,95,95
13693,8216SD-3,209,209,199,0
15269,4555BU,105,105,99,0
15270,4555GY,105,105,99,0
15381,8327DBR-1,140,140,135,0
15271,4555NV,105,105,99,0
15380,8327DBR-2,205,205,195,0
14111,8511BK-1,139,139,135,0
12894,1714BK-4,125,125,119,0
15245,1916GY-FBH,75,,75,75
13565,1349-9,185,,185,185
15379,8327DBR-3,225,225,215,0
14616,5438-04,105,105,99,0
14615,5438-30,125,125,119,0
12437,2456-13,57,57,54,0
15852,5547-13,46,46,45,0
12863,1707-4,145,145,139,0
15301,5566-24WT,41,41,39,0
14631,2952-04N,59,,59,59
13164,2168WW-6,137,,137,137
15365,8260GY-ARPW,160,160,150,0
12947,1936K-1CK*,179,179,179,0
15515,1759-1,105,105,99,0
14420,1856-4,55,55,50,0
12694,1977-7,379,379,369,0
15007,4738PU,85,85,82,0
15523,815KN-1,112,112,109,0
13858,8490FBR-LR,180,180,169,0
14317,B2053FFW-1*,275,275,265,0
14418,1856T-1*,99,99,95,0
12969,1915-4,69,69,69,0
12846,1711-1*,259,259,249,0
12972,1915-9,259,259,249,0
15335,5626-70,151,151,143,0
15252,292B-9,289,289,279,0
14235,8208-3SC,209,209,199,0
15303,5576RD*,109,,109,109
13254,1834-6,63,63,63,0
14596,4966BR*,255,255,249,0
12674,2046-4,75,75,69,0
12985,1908-4,69,69,69,0
14199,9909BR-5,179,,180,179
14604,4962DB-NT,199,,199,199
13186,1896FN-1*,119,119,115,0
14618,5400-30,87,87,85,0
14297,B2043SB-1*,359,359,349,0
15304,5576S,39,,39,39
14594,4967BK-NT,155,155,149,0
14227,8213-1,125,125,119,0
14652,5428-30,189,189,179,0
14274,1191F6S,71,,71,71
15774,5163S,36,36,35,0
15333,5614S,40,40,39,0
13297,1799-1*,299,299,299,0
14750,3205-30*,105,105,99,0
15327,5608S,31,31,30,0
14751,3205-04,83,83,79,0
15313,5581-13,69,69,65,0
15893,8225NGY-3,225,225,215,0
15310,5581-84*,333,333,319,0
14290,8555BLK-1,105,,105,105
14747,3401W-30*,135,135,129,0
15536,MT-G12Q,279,279,269,0
15264,3613-04,95,95,89,0
12931,1856-1*,109,109,105,0
14799,3299-04,129,129,125,0
15255,3590-05,125,125,119,0
14454,2147SG-12,119,,119,119
14790,3219-04,82,,82,82
15181,1753-6,42,,42,42
14430,2145T-1*,79,,79,79
15339,5882-1,115,115,109,0
13425,2145-6,32,,32,32
14687,8412-30,299,299,279,0
13298,1799-4,159,159,149,0
15222,1856TNG-1*,115,115,109,0
15223,1856NG-4,59,59,59,0
12893,1714BK-1*,289,289,279,0
14369,1977-5,249,249,239,0
14704,3224N-05,157,157,149,0
14714,3224N-16,163,163,155,0
12531,586-13,62,62,60,0
12536,586-14,72,72,70,0
15346,B2013DC-R,53,53,52,0
15347,B2013DC-T,38,38,37,0
14321,B2053W-T,38,38,37,0
13849,8238-LC,200,200,190,0
15368,8260GY-LRPW,196,196,186,0
13301,1799-9,299,299,289,0
15280,5415RF-04,129,129,119,0
14355,2039W-9,185,185,179,0
14716,3224N-30,105,105,99,0
12834,1718GY-6,53,53,52,0
15263,3613-30,105,105,99,0
14330,B2013DC-4,59,,59,59
14325,B2013DC-4,59,,59,59
15354,8229-AC,105,105,99,0
15338,5882K-1EK,155,155,149,0
15279,5415RF-30,199,199,199,0
13781,8233TT-5,265,265,249,0
14577,1386-9,225,,225,225
15324,5604-24,29,29,28,0
15320,5602-24WT,51,51,50,0
13299,1799-5,349,349,339,0
13163,2168WW-5,579,,579,579
14770,5554-04,135,135,129,0
15334,5614-13,50,50,49,0
15292,5566-36*,115,115,109,0
14883,4507-F1,79,79,75,0
15206,1769-1*,255,255,249,0
14749,3401W-05*,135,135,129,0
15781,5599S,30,30,29,0
15343,5885-1*,209,209,199,0
15273,4976*,235,235,229,0
14124,9668BRW-1,215,215,205,0
13300,1799-6,83,83,83,0
15288,5559N-96*,329,329,319,0
15328,5609-48*,263,263,249,0
14485,1810-6,44,,44
15289,5559NS,60,60,59,0
15527,815N-1,82,82,79,0
15329,5609A,79,79,75,0
15524,815N-1,82,82,79,0
15344,5885F-1*,209,209,199,0
15342,5885K-1EK*,259,259,249,0
15274,4977GY,165,165,159,0
14484,1810-5,235,,235
15267,3614-05,105,105,99,0
13165,2168WW-9,444,,444,444
15336,5626S,41,41,39,0
14483,1810-4,81,,81
15205,1769K-1EK*,325,325,319,0
15147,1711K-1CK*,329,329,319,0
15010,4730PU,83,83,79,0
14934,H10076,63,63,59,0
15218,1856KNG-1CK*,175,175,169,0
12763,1946K-1EK*,549,,549,549
14600,4965W-NT,115,115,109,0
15411,1821-6,87,,87,87
15048,3224N-16,163,163,155,0
13279,1811KW-1CK*,259,259,255,0
14881,4520,365,365,349,0
14880,4521,365,365,349,0
13862,8229-ARPW,179,179,169,0
14305,B2043-R,53,53,52,0
13851,8238-RC,200,200,190,0
15363,8256GY-R,575,575,555,0
15366,8260GY-CN,55,55,51,0
15183,1762K-1CK*,279,279,279,0
15175,1752-9,260,260,249,0
12962,1904-5,151,,151,151
12964,1904-9,124,,124,124
15221,1856FNG-1*,125,125,119,0
15155,1730K-1CK*,209,209,209,0
13252,1834-4,129,129,119,0
15178,1753-1*,279,,279,279
14674,3256RF-04,72,72,69,0
15330,5613,125,125,119,0
14890,4500-F1,39,39,37,0
13836,8370BRW-3,279,,279
13141,2147TSG-1*,119,,119,119
15283,5424-1*,289,289,279,0
13564,1349-6,49,,49,49
14661,3551-30,149,149,139,0
14127,9668BLK-1,215,215,205,0
15177,1753K-1EK*,349,,349,349
14947,H11759,73,73,69,0
13838,8370BRW-1,149,,149
15049,3228-15,219,219,209,0
15331,5613S,40,40,39,0
15176,1753K-1CK*,349,,349,349
15013,4728BK,47,47,45,0
15282,5424K-1EK*,389,389,379,0
14122,9668BRW-3,359,359,339,0
13965,8329BRW-3,255,255,239,0
13162,2168WW-4,240,,240,240
13352,2243-4,179,179,175,0
15399,1707KNP-1CK*,369,369,369,0
12053,5267RFS,62,62,60,0
15073,8014-R,159,159,150,0
15394,1603-1*,499,499,499,0
14696,3526-04,195,195,185,0
15291,5559N-40,415,415,399,0
15397,1603-6,102,102,102,0
15406,1821K-1CK*,499,,499,499
15256,3600-31,179,179,169,0
15400,1707KNP-1EK*,369,369,369,0
15387,5400-24SW,65,65,65,0
15412,1821-9,259,,259,259
13296,1799K-1EK*,399,399,399,0
14336,2049F-1,92,92,89,0
14453,2147SG-9,125,,125,125
13431,1737NC-5,319,319,309,0
13821,8334DBR-3,349,349,329,0
15407,1821K-1EK*,499,,499,499
14888,4500-F3,39,39,37,0
15265,3614-01,209,209,199,0
15393,1603K-1EK*,599,599,599,0
12641,5438K-1CK*,399,399,399,0
15003,1193F1S,139,139,133,0
15776,2456S,34,34,33,0
15012,4728AK,47,47,45,0
15391,5400-07,359,359,349,0
12526,586S,31,31,30,0
13935,8327GY-1S,165,165,155,0
13871,8230BRW-2L,250,250,240,0
15367,8260GY-CR,150,150,146,0
14118,9669FCP-RC,181,181,175,0
13661,8367TP-4,53,53,50,0
15290,5559N-14A,175,175,169,0
12202,5167-96*,317,317,309,0
12185,5268S,18,,18
13325,1810F-1*,205,,205
15408,1821-1*,399,,399,399
15410,1821-5,299,,299,299
13655,8226DB-4,75,,75
15520,1761T-1,85,85,79,0
15404,1707NP-6,65,65,63,0
15504,5888F-1*,249,249,239,0
15501,5888K-1CK*,309,309,299,0
14480,2147W-12,119,,119,119
15474,5876KGY-1EKDW*,299,,299,299
15617,1706KLED-1EK*,299,299,299,0
15072,8014-L,159,159,150,0
14932,4692-13,89,89,85,0
13933,8327BE-2,205,205,195,0
14923,4614-F1,73,73,69,0
15502,5888K-1EK*,309,309,299,0
13181,5789BK-1*,165,165,155,0
15444,5877FBR-1DW*,269,,269,269
12215,5145WS,52,,52,52
15196,1766-9,225,225,220,0
15490,5875KBE-1EK*,255,255,249,0
15650,1744-4,125,125,119,0
13815,8329CH-3,255,255,239,0
12738,1955-5,173,173,169,0
14939,H11303,125,125,119,0
15557,1606K-1EK*,399,399,399,0
15685,1727N-1*,175,175,169,0
12124,5435-24SW,67,67,65,0
15492,5875FBE-1*,205,205,199,0
15616,1706KLED-1CK*,299,299,299,0
15559,1606-4,149,149,139,0
15647,1744K-1CK*,319,319,309,0
13737,8244BU-3,229,229,215,0
13837,8370BRW-2,279,,279
15683,1727KN-1CK*,225,225,219,0
15684,1727KN-1EK*,225,225,219,0
15648,1744K-1EK*,319,319,309,0
15476,5876FGY-1DW*,239,,239,239
12154,5400A,50,50,49,0
15653,1744-9,279,279,279,0
12873,1706-6,52,52,52,0
15498,5875KGY-1EK*,255,255,249,0
15426,2220DBR-5,103,,103,103
15488,5874FTE-1*,155,155,149,0
15649,1744-1*,249,249,239,0
15462,5876KBR-1EK*,209,,209,209
15461,5876KBR-1CK*,209,,209,209
15409,1821-4,125,,125,125
15485,5874KTE-1CK*,195,195,189,0
15403,1707-5,311,311,299,0
15519,1761-1,105,105,99,0
15522,1761T-1,85,85,79,0
13360,2243-4,179,179,175,0
14851,469PU,83,83,79,0
15032,5099-16,145,145,135,0
13726,8327BLK-L,146,146,139,0
15390,5400-55,330,330,320,0
15464,5876FBR-1*,169,,169,169
15435,5877BE-1DW*,269,,269,269
12153,5400-94*,309,309,299,0
15427,2220DBR-6,22,,22,22
15401,1707NP-1*,289,289,289,0
15452,5877FGY-1DW*,269,,269,269
13976,8334BLK-1,225,225,215,0
15497,5875KGY-1CK*,255,255,249,0
15484,5874FNV-1*,155,155,149,0
12048,5328-96*,379,379,359,0
15074,8014-B,76,76,74,0
15570,1755K-1CK*,369,369,359,0
15424,2220TDBR-1*,75,,75,75
15111,35800-T,115,115,109,0
15468,5876FBR-1DW*,239,,239,239
12052,5267RFA,87,87,85,0
15421,2220KDBR-1EK*,125,,125,125
13819,8210GRY-2,335,335,319,0
14193,9700BRW-2,275,275,259,0
15071,8014-T,185,185,175,0
11945,5538WS,14,14,13,0
15466,5876KBR-1EKDW*,299,,299,299
15413,1719K-1CK*,269,269,269,0
15486,5874KTE-1EK*,195,195,189,0
15414,1719K-1EK*,269,269,269,0
15447,5877GY-1*,199,,199,199
15469,5876KGY-1CK*,209,,209,209
15532,MT-G10EK,289,289,279,0
15549,1605K-1CK*,459,459,449,0
15562,1606-9,225,225,219,0
15550,1605K-1EK*,459,459,449,0
15457,5876KBE-1CKDW*,299,,299,299
15554,1605-6,67,67,63,0
15477,5874KGY-1CK*,195,195,189,0
15489,5875KBE-1CK*,255,255,249,0
15518,1759T-1,85,85,79,0
13907,9789CF-4,62,62,59,0
15446,5877KGY-1EK*,239,,239,239
15480,5874FGY-1*,155,155,149,0
15593,1708KBK-1CK*,219,,219,219
15438,5877KBR-1EK*,239,,239,239
15551,1605-1*,359,359,349,0
15459,5876BE-1DW*,239,,239,239
15538,MT-G12CK,349,349,339,0
15561,1606-6,72,72,72,0
15558,1606-1*,299,299,299,0
15472,5876FGY-1*,169,,169,169
15546,1726-5,309,309,299,0
15448,5877FGY-1*,199,,199,199
15482,5874KNV-1EK*,195,195,189,0
15552,1605-4,155,155,149,0
15579,1933-1*,449,,449,449
12475,5302A-29,23,23,22,0
15065,5099-16,145,145,135,0
13877,8230BLK-2L,250,250,240,0
13879,8230BLK-CR,181,181,171,0
13852,8238-RR,156,156,150,0
13990,8490-LR,180,180,169,0
15471,5876GY-1*,169,,169,169
15496,5875FBR-1*,205,205,199,0
15553,1605-5,299,299,289,0
15577,1933K-1CK*,549,,549,549
12640,5872N-1*,165,165,159,0
15582,1933-6,72,,72,72
15581,1933-5,349,,349,349
15580,1933-4,129,,129,129
15583,1933-9,299,,299,299
15475,5876GY-1DW*,239,,239,239
14679,3533-30,169,,169
14011,8480RED-3,399,399,379,0
12854,1708-1*,169,,169,169
14269,8404TP-1,122,122,115,0
14680,3533-04,99,,99
12594,5050-36,215,215,209,0
13047,1911-6,93,,93,93
15529,MT-G10T,155,155,149,0
13152,2615KDC-1EK*,559,559,549,0
13239,1845-6,86,86,86,0
13361,2243-5,426,426,415,0
14671,3581-30,179,,179,179
12728,1957-1*,259,259,249,0
13424,2145-5,119,,119,119
14017,8480GRY-3,399,399,379,0
12167,5425S,51,51,50,0
13402,2146K-1EK*,159,,159
13914,8303-LL,195,195,185,0
14787,3219PU-01,229,,229,229
14429,2220-9,89,,89,89
14800,3299-05,169,169,165,0
12319,2243-76*,449,449,433,0
14027,8325BLK-1,239,239,229,0
14721,3508-05,89,89,83,0
15160,1730-6,52,52,52,0
13214,1866-4,175,,175,175
13559,1349-1*,199,,199,199
15728,1756-9,205,205,199,0
15722,1756K-1CK*,225,225,219,0
15723,1756K-1EK*,225,225,219,0
13516,1733-5,249,249,245,0
15591,1708BK-6,53,,53,53
13551,1422K-1EK*,289,,289
12849,1711-5,243,243,239,0
13492,1737W-11,259,259,249,0
