id,number,kiosk_price,new_price,old_price,diff
15611,1779-1*,199,199,199,0
15678,1604F-1*,239,239,229,0
15586,1708BK-1*,169,,169,169
15590,1708BK-5,229,,229,229
15675,1604K-1CK*,309,309,299,0
14784,5556-30,169,169,159,0
15609,1779K-1CK*,299,299,299,0
13560,1349F-1*,199,,199,199
14743,5560-05,249,249,235,0
13679,8219-1,95,95,90,0
15602,1721K-1CK*,459,459,449,0
13353,2243-5,426,426,415,0
13064,1919K-1CK*,699,699,699,0
12884,1714KW-1CK*,389,389,379,0
13866,8229-RRPW,210,210,198,0
13892,8480BRW-2R,240,240,230,0
13517,1733-6,57,57,56,0
15585,1708KBK-1EK*,219,,219,219
15676,1604K-1EK*,309,309,299,0
15610,1779K-1EK*,299,299,299,0
15714,1919KNC-1EK*,699,699,699,0
15721,1919NC-15*,519,519,499,0
15588,1708TBK-1*,149,,149,149
13570,1385-4,132,,132,132
15720,1919NC-14,60,60,59,0
12960,1904T-1*,99,,99,99
15716,1919NC-4,269,269,259,0
13898,8308-ARPW,205,205,199,0
15717,1919NC-5,619,619,599,0
15592,1708BK-9,199,,199,199
15709,1905-6,56,,56,56
15706,1905-1*,179,,179,179
15589,1708BK-4,99,,99,99
15704,1905K-1CK*,259,,259,259
15719,1919NC-9,469,469,449,0
15584,1708KBK-1CK*,219,,219,219
13903,8318-3PW*,719,719,699,0
15682,1604-9,225,225,219,0
13490,1737W-6,76,76,76,0
15718,1919NC-6,142,142,142,0
15715,1919NC-1*,599,599,599,0
15667,1729-9,330,330,319,0
15661,1729K-1CK*,419,419,409,0
15662,1729K-1EK*,419,419,409,0
14231,8205CH-1,95,95,89,0
15697,1715K-1CK*,379,379,379,0
13563,1349-5,239,,239,239
14653,5428-04,125,125,119,0
13514,1733-1*,169,169,165,0
15737,1832K-1EK*,549,,549,549
15699,1715-1*,299,299,299,0
14572,1386F-1*,225,,225,225
15701,1715-5,329,329,319,0
15739,1832-4,129,,129,129
15736,1832K-1CK*,549,,549,549
15698,1715K-1EK*,379,379,379,0
13513,1733K-1EK*,239,239,235,0
13712,8235SS-2,189,189,179,0
15700,1715-4,119,119,109,0
15741,1832-6,83,,83,83
15742,1832-9,349,,349,349
15594,1708KBK-1EK*,219,,219,219
15738,1832-1*,449,,449,449
14029,8325BRW-2,349,349,329,0
15740,1832-5,389,,389,389
14282,1212F2S,133,,133,133
15703,1715-9,309,309,299,0
14129,9636-2,355,355,335,0
14009,8480BRW-1,259,259,245,0
13792,8239-2,269,269,259,0
14143,9636CC-3,355,355,335,0
13704,8203GY-2,179,179,169,0
15340,5882F-1,115,115,109,0
13861,8229-AC,105,105,99,0
13715,8235GY-R,156,156,145,0
13981,8336-LC,230,230,219,0
13890,8480GRY-CR,201,201,191,0
13886,8480RED-CR,201,201,191,0
15597,1708TBK-1*,149,,149,149
15663,1729-1*,339,339,329,0
15657,1790-4,95,95,89,0
15660,1790-9,255,255,250,0
15672,1745-5,275,275,269,0
15629,1743-6,62,62,62,0
15634,1394-4,259,,259,259
12150,5438S,60,60,59,0
15638,1394-11,359,,359,359
15850,5547-78,127,127,121,0
15637,1394-9,369,,369,369
15670,1745-1*,265,265,259,0
15631,1394K-1CK*,749,,749,749
12122,5435-36*,287,287,279,0
15659,1790-6,55,55,52,0
15641,1394N-1*,649,,649,649
14416,1386-11C,60,,60,60
14985,4605BK,97,97,92,0
15635,1394-5,519,,519,519
13695,8216SD-1,125,125,119,0
13753,8245BR-3,219,219,209,0
15656,1790-1*,185,185,179,0
15626,1743-1*,299,299,299,0
15645,1394N-9,399,,399,399
15643,1394N-5,519,,519,519
14028,8325BRW-3,369,369,349,0
15646,1394N-11,379,,379,379
13708,8203RD-1,129,,129,129
15654,1790K-1CK*,245,245,239,0
15624,1743K-1CK*,399,399,399,0
15655,1790K-1EK*,245,245,239,0
13728,8327BLK-3,225,225,215,0
15625,1743K-1EK*,399,399,399,0
15658,1790-5,285,285,279,0
15627,1743-4,129,129,119,0
15639,1394KN-1CK*,749,,749,749
15628,1743-5,309,309,299,0
14337,2049T-1,72,72,69,0
15630,1743-9,229,229,220,0
15644,1394N-6,113,,113,113
15633,1394-1*,649,,649,649
15762,5514BUS,67,67,65,0
15750,5548S,46,46,45,0
15760,5569-40,289,289,279,0
15730,1722K-1EK*,339,339,329,0
15688,1727N-6,43,43,43,0
15763,5514CHS,67,67,65,0
15765,5514RDS,67,67,65,0
12921,1885KN-1CK*,209,209,199,0
13754,8245BR-2,199,199,189,0
13828,8201BLK-2,315,315,299,0
15227,1904KGY-1CK*,179,,179,179
15756,5492-40,309,309,299,0
15744,1824A,105,105,100,0
15755,5492S,45,45,45,0
15752,5584,71,71,69,0
15757,5569-78,175,175,169,0
15758,5569A,45,45,45,0
15753,5584S,51,51,49,0
14841,4727PU,165,165,155,0
14848,4728BK,47,47,45,0
14117,9669FCP-LL,260,260,245,0
15768,2528-64*,173,173,165,0
15785,5607-24,25,25,24,0
14944,H13475,73,73,69,0
12939,2220K-1EK*,125,,125,125
15769,2528S,44,44,42,0
15764,5514GYS,67,67,65,0
15732,1722-4,125,125,119,0
15748,5548-72,185,185,179,0
15743,1824-112*,499,499,489,0
15784,5607-36RD,89,89,83,0
15733,1722-5,269,269,259,0
15790,5550-32,92,92,89,0
15900,8289BU-3,205,205,199,0
15689,1727N-9,175,175,169,0
12821,1824-9,309,309,299,0
15735,1722-9,260,260,249,0
15729,1722K-1CK*,339,339,329,0
15749,5548A,77,77,75,0
14097,8405BJ-4,79,79,75,0
15823,5580S,52,52,50,0
13134,1845-5,354,354,340,0
15833,1916-50,409,409,399,0
13955,8469-3,369,369,349,0
15830,1916-84,295,295,279,0
12462,2423-36,147,147,141,0
15832,1916-07,389,389,379,0
14067,8579DB-3,205,,205,205
14018,8480GRY-2PW,479,479,459,0
15824,5580-40,369,369,349,0
13140,2147FSG-1*,129,,129,129
15873,5597WTS,51,51,50,0
14324,B2013PRDC-1*,205,205,199,0
12944,2220-5,103,,103,103
15831,1916S,55,55,55,0
15800,1928-78,179,,179,179
13905,8318-1PW,340,340,330,0
15801,1928S,55,,55,55
14050,9734BK-2,195,195,185,0
15802,1928-40,299,,299,299
13139,2147SG-1*,129,,129,129
12435,2456-64,193,193,183,0
14095,8405BJ-2,305,305,289,0
14150,9715PU-2,155,,155,155
13938,8327GY-1,140,140,135,0
15813,1718GY-40,409,409,399,0
15872,5597-53*,205,205,199,0
15822,5580-95,367,367,349,0
14133,8524RD-1,235,235,225,0
13956,8469-2,349,349,329,0
13934,8327BE-1,140,140,135,0
14045,9734TP-1,145,,145
14213,1192BL,92,92,89,0
14512,1349-6,49,,49,49
15860,5627W-40,279,,279
15867,5585-40,259,259,249,0
15858,5627W-36*,100,,100
14186,9734CH-3,215,215,205,0
14218,1194TL,105,105,99,0
14375,1955-5,173,173,169,0
13929,8327BLK-3,225,225,215,0
15382,8327DBR-CR,130,130,123,0
15383,8327DBR-L,146,146,139,0
15384,8327DBR-R,146,146,139,0
14211,1192RN,92,92,89,0
14131,8524RD-3,379,379,359,0
13412,2147F-1*,109,,109,109
13420,2145-1*,99,,99,99
14381,1708-6,53,,53,53
14219,1194CH,105,105,99,0
12887,1714W-4,125,125,119,0
12666,2259GY-4,149,149,139,0
14197,9701BLK-1,95,,95,95
14376,1955-6,32,32,32,0
14198,9909BR-3*,359,,359,359
14187,9734CH-2,195,195,185,0
14380,1708-5,229,,229,229
14151,9715PU-1,105,,105,105
14165,9700FCP-3,295,295,279,0
13409,2147K-1EK*,165,,165,165
14425,2220F-1*,85,,85,85
13390,2159-6,76,,76,76
13423,2145-4,49,,49,49
14406,1386TPP-1*,289,,289,289
15157,1730-1*,149,149,149,0
12831,1718GY-1*,289,289,279,0
14351,2039TW-1*,155,155,149,0
15316,5600-36RD*,97,97,91,0
15164,1730GY-1*,149,149,149,0
14462,B1799-R,129,,129,129
13123,1916-4,139,,139,139
13121,1916-1*,299,,299,299
15253,3590-30,125,125,119,0
15317,5600-24,28,28,27,0
14443,1904F-1*,119,,119,119
15844,5562RF-A2,100,100,99,0
14448,2147TSG-1*,119,,119,119
14475,2147FW-1*,129,,129,129
13305,2147FW-1*,129,,129,129
14655,1935-30,209,209,199,0
13143,2147SG-5,139,,139,139
12180,5473-103*,279,,279,279
15158,1730-4,85,85,79,0
14632,2952-05,79,,79,79
15353,1296F1S,145,145,139,0
15843,5562RF-54*,209,209,199,0
13932,8327BE-3,225,225,215,0
14644,3534-04,89,,89,89
15845,5562S,60,60,59,0
15352,1296F2S,145,145,139,0
14657,1935-05,209,209,199,0
15326,5608-76,105,105,99,0
12987,1908-6,33,33,33,0
15863,5627W-13,50,,50
15864,5627W-40,279,,279
15836,1715-BH,155,155,149,0
14465,B1799-6,73,,73,73
13124,1916-5,299,,299,299
15814,1978W-112,399,399,389,0
15149,1711-1*,259,259,249,0
13238,1845-5,354,354,340,0
12953,1936-5,154,154,149,0
12530,586S,31,31,30,0
15376,8327GY-CR,130,130,123,0
15377,8327GY-L,146,146,139,0
15378,8327GY-R,146,146,139,0
15348,B2013DC-4,59,,59,59
15816,1978WS,105,105,100,0
15862,5627WS,40,,40
15112,35810-T60,249,,249,249
14496,2147-9,100,,100,100
15165,1730GY-4,85,85,79,0
12785,1916BK-1*,299,,299,299
14471,2147BK-6,33,,33,33
15870,5555-13*,135,135,129,0
15868,5555-72*,287,287,279,0
15869,5555A,57,57,55,0
15817,1978W-50*,929,929,899,0
15861,5627W-72,199,,199
12181,5473A,65,,65,65
15230,1904FGY-1*,119,,119,119
14502,B2013TFDC-1*,215,215,209,0
13105,1928-1*,199,199,199,0
14928,4742PU,89,,89,89
14492,2147F-1*,109,,109,109
13388,2159-4,145,,145,145
12895,1714BK-5,253,253,249,0
15815,1978WA,110,110,105,0
14195,9701BLK-3,150,,150,150
15041,4514-15,79,79,75,0
15871,5555-40,339,339,329,0
15297,5566-24GY,41,41,39,0
15259,3608SV-01,115,115,109,0
15294,5566-29BK,44,44,42,0
14309,B2053PRW-1*,205,205,199,0
15298,5566-29GY,44,44,42,0
15309,5581-40,369,369,349,0
15293,5566-24BK,41,41,39,0
12280,5034RUTS,39,39,38,0
11941,5546S,57,57,55,0
15249,292B-4,149,149,139,0
12259,5035BLK-18,21,21,20,0
15243,1916GY-14,34,,34,34
15244,1916GY-15*,365,,365,365
12101,586GY-14,78,78,76,0
15240,1916GY-5,299,,299,299
15828,5424-13,70,70,69,0
12288,17811*,130,,130,130
14300,B2043-4,59,,59,59
15305,5577GY-72*,243,243,231,0
15827,5424S,50,50,50,0
15829,5424-40,359,359,349,0
15237,1916KGY-1EK*,389,,389,389
14307,B2043-4,59,,59,59
14760,5543-30,239,239,229,0
15299,5566-24RD,41,41,39,0
14922,4614-F3,73,73,69,0
15302,5566-29WT,44,44,42,0
12133,5409-78,219,,219,219
12624,2042F-1*,109,109,109,0
12820,1824-6,122,122,122,0
15405,1707-9,269,269,259,0
15034,3224N-05,157,157,149,0
15848,5562S,60,60,59,0
12564,710-40,299,299,289,0
15361,8256-R,575,575,555,0
15451,5877GY-1DW*,269,,269,269
15247,292BK-1EK*,479,479,479,0
13197,1890N-1*,105,105,99,0
15009,4730NF,105,105,99,0
13313,2147KBK-1EK*,185,,185,185
15254,3590-04,71,71,69,0
14308,B2043-9,109,,109,109
12817,1824-1*,499,499,499,0
15619,1706FLED-1*,229,229,229,0
14301,B2043-9,109,,109,109
15248,292B-1*,399,399,399,0
15456,5876FBE-1*,169,,169,169
12600,2514BK-36,245,245,239,0
14590,4971*,255,255,249,0
14350,2039FW-1*,185,185,179,0
15454,5876KBE-1EK*,209,,209,209
15510,5880KDB-1EK,165,165,159,0
15622,1706-6,52,52,52,0
12980,1737NGY-9,269,269,259,0
15445,5877KGY-1CK*,239,,239,239
13533,1356FBK-1*,169,,169
13534,1356TBK-1*,159,,159
14436,1936T-1*,109,109,109,0
14477,2147W-5,139,,139,139
13129,1916-FBH,75,,75,75
13034,1927-9,309,309,299,0
15425,2220DBR-4,39,,39,39
15432,5877FBE-1*,199,,199,199
15436,5877FBE-1DW*,269,,269,269
15571,1755K-1EK*,369,369,359,0
13173,1869-9,200,,200,200
13174,1869-12,219,,219,219
15513,1758-1,105,105,99,0
15576,1755-9,205,205,199,0
14295,B2043-4,59,,59,59
15514,1758T-1,85,85,79,0
13327,1810-4,81,,81
15572,1755-1*,289,289,279,0
13157,2615DC-9,299,299,289,0
15573,1755-4,95,95,89,0
15487,5874TE-1*,155,155,149,0
15574,1755-5,225,225,219,0
15575,1755-6,66,66,63,0
12978,1737NGY-5,319,319,309,0
15543,1726K-1EK*,479,479,469,0
15542,1726K-1CK*,479,479,469,0
14617,5438-05,125,125,119,0
13489,1737W-5,319,319,309,0
13757,8245GY-3,219,219,209,0
15440,5877FBR-1*,199,,199,199
15460,5876FBE-1DW*,239,,239,239
15614,1779-6,72,72,72,0
15621,1706-5,259,259,249,0
12913,1883N-1*,209,209,199,0
12690,1977-4,119,119,109,0
14365,2046-9,185,185,179,0
15314,5581-40,369,369,349,0
12562,710WS,55,55,52,0
12560,710-40,299,299,289,0
14306,B2043-T,38,38,37,0
13669,8378GRY-R,160,160,150,0
15687,1727N-5,235,235,229,0
15437,5877KBR-1CK*,239,,239,239
14428,2220-6,22,,22,22
15608,1721-9,279,279,269,0
15603,1721K-1EK*,459,459,449,0
15746,1824-40,459,459,449,0
15819,5673GYA,50,50,50,0
15818,5673GY-84,205,205,199,0
14445,1904-5,151,,151,151
15217,1788-9,225,225,219,0
15420,2220KDBR-1CK*,125,,125,125
15724,1756-1*,155,155,149,0
15725,1756-4,105,105,99,0
13307,2147W-4,59,,59,59
15441,5877KBR-1CKDW*,329,,329,329
15820,5673GYS,46,46,45,0
15686,1727N-4,92,92,89,0
15727,1756-6,45,45,43,0
15612,1779-4,129,129,119,0
15499,5875GY-1*,205,205,199,0
14757,5553-01,155,155,149,0
14093,8405BJ-3SL,435,435,409,0
15556,1606K-1CK*,399,399,399,0
15613,1779-5,319,319,309,0
14682,3588-30,115,115,109,0
15766,5575,99,,99,99
14609,4829DB*,169,169,159,0
15606,1721-5,299,299,289,0
15615,1779-9,260,260,250,0
15161,1730-9,195,195,189,0
14733,3228-04,99,99,95,0
14006,8480BRW-2PW,479,479,459,0
15726,1756-5,265,265,259,0
15745,1824S,95,95,90,0
15604,1721-1*,359,359,349,0
15607,1721-6,67,67,63,0
15821,5673GY-40,309,309,299,0
15805,5545S,67,67,65,0
15680,1604-5,234,234,229,0
15419,1719-9,185,185,179,0
14025,8325BLK-3,369,369,349,0
14786,5556-05,169,169,159,0
15712,1905-14,34,,34,34
13148,2024T-1HB,52,52,50,0
13387,2159F-1*,399,,399,399
15681,1604-6,42,42,42,0
12250,1808-112*,469,469,459,0
12602,2458,209,,209,209
12349,2546S,60,60,56,0
15674,1745-9,275,275,269,0
15806,5545-40,359,359,349,0
14719,3508-30,89,89,83,0
15587,1708FBK-1*,169,,169,169
15707,1905-4,99,,99,99
15775,2456-64WM,163,163,153,0
12668,2259GY-6,63,63,62,0
15866,5585S,46,46,45,0
14643,3534-30,139,,139,139
15668,1745K-1CK*,345,345,339,0
12188,2546-50*,629,629,599,0
13847,8238-CN,66,66,61,0
14736,3217PU*,259,259,245,0
14737,3217PUS,137,137,130,0
15780,5599-71*,225,225,209,0
15677,1604-1*,239,239,229,0
15711,1905-15*,365,,365,365
14049,9734BK-3,215,215,205,0
15705,1905K-1EK*,259,,259,259
15751,5548-13,71,71,69,0
14046,9734DB-3,215,215,205,0
12255,710-72TR*,265,265,257,0
15708,1905-5,265,,265,265
15632,1394K-1EK*,749,,749,749
15803,5545-112*,347,347,339,0
15710,1905-9,199,,199,199
13807,8223DB-2PW*,539,,539
13755,8245BR-1,145,145,139,0
14232,8237PU-1PW,129,,129,129
15857,5547-40,225,225,219,0
15894,8225NGY-2,205,205,195,0
15779,5595GYS,25,25,24,0
15788,5536S,55,,55,55
15787,5536A,60,,60,60
15786,5536-102,239,,239,239
15778,5595GY-87,165,165,153,0
14094,8405BJ-3,325,325,309,0
12094,5429-36RD,125,125,119,0
13995,8318-AC,160,160,160,0
14459,B1799-9,229,,229,229
15669,1745K-1EK*,345,345,339,0
13937,8327GY-2,205,205,195,0
15865,5585-78,245,245,239,0
12645,5438-5,249,249,239,0
15642,1394N-4,269,,269,269
12644,5438-4,129,129,119,0
13692,8204-2,199,,199,199
15640,1394KN-1EK*,749,,749,749
15796,1133-24S,73,73,71,0
15789,5536-50*,579,,579,579
13694,8216SD-2,189,189,179,0
15596,1708FBK-1*,169,,169,169
14458,B1799-4,109,,109,109
14460,B1799T-1*,199,,199,199
15810,5589-40M,309,309,299,0
15847,5562-96*,299,299,289,0
12301,5056A,55,55,52,0
14463,B1799-4,109,,109,109
13845,8238-AC,105,105,100,0
12486,5445BKS,26,,26
15835,1715S,62,62,60,0
13562,1349-4,103,,103,103
14769,5554-30,199,199,189,0
15875,5568A,45,45,45,0
14468,2147FBK-1*,129,,129,129
14362,2046-4,75,75,69,0
14363,2046-5,183,183,179,0
15777,2456-13,57,57,54,0
15135,3224N-04,73,73,69,0
15037,3224N-30,105,105,99,0
15853,5547-40,225,225,219,0
13864,8229-CR,186,186,178,0
13984,8336-RR,180,180,169,0
13883,8480RED-2LCN,290,290,270,0
13884,8480RED-2R,240,240,230,0
14732,3228-30,189,189,179,0
15807,5589-90*,277,277,267,0
15834,1715-94,369,369,359,0
14576,1386-6,75,,75,75
13648,9789BRG-3LC,205,205,195,0
15296,5566-29BR,44,44,42,0
13863,8229-CN,60,60,59,0
15874,5568-78,149,149,143,0
15839,1715-36,289,289,279,0
15808,5589S,53,53,52,0
15809,5589-13,67,67,65,0
15876,5568S,40,40,39,0
14466,B1799-9,229,,229,229
15877,5568-40,289,289,279,0
12718,1958K-1EK*,399,399,399,0
12585,5511-36,205,205,199,0
13750,8207-2,239,,239
15449,5877KGY-1CKDW*,329,,329,329
15804,5545A,77,77,75,0
14510,1349-4,103,,103,103
14722,3447-30,145,145,135,0
14447,1904-9,124,,124,124
15428,2220DBR-9,89,,89,89
13156,2615DC-6,56,56,56,0
13153,2615DC-1*,459,459,449,0
13154,2615DC-4,159,159,149,0
14353,2039W-5,191,191,189,0
15696,1728-9,205,205,199,0
13749,8207-3,279,,279
12599,5447-29S,77,77,75,0
14123,9668BRW-2,359,359,339,0
14597,4966*,255,255,249,0
12525,586-82,165,165,159,0
13389,2159-5,310,,310,310
13168,1869K-1EK*,369,,369,369
14941,H11297,115,115,109,0
14815,3561-31*,155,155,149,0
12860,1707K-1CK*,329,329,329,0
12852,1708K-1CK*,219,,219,219
12616,1990K-1CK*,329,,329
12710,1961K-1CK*,199,199,199,0
12695,1968K-1CK*,189,,189,189
12822,1723K-1CK*,479,,479,479
13384,2159K-1CK*,499,,499,499
13203,1867K-1CK*,599,,599,599
12965,1915K-1CK*,289,289,279,0
12955,1936-9,120,120,119,0
13151,2615KDC-1CK*,559,559,549,0
12648,5415RFK-1CK*,339,339,329,0
13179,5789KBK-1CK*,215,215,205,0
13175,5789KN-1CK*,225,225,215,0
12520,586S,31,31,30,0
15356,8229-CN,60,60,59,0
15358,8229-LRPW,210,210,198,0
13872,8230BRW-2RCN,310,310,290,0
14328,B2013DC-R,53,53,52,0
14505,B2013DC-T,38,38,37,0
15357,8229-CR,186,186,178,0
13418,2145K-1CK*,149,,149,149
13042,1911K-1CK*,369,,369,369
12902,5797KN-1CK*,199,,199
13028,1927K-1CK*,399,399,399,0
13119,1916K-1CK*,389,,389,389
12997,1844KDC-1CK*,399,399,399,0
12663,2259KGY-1CK*,499,499,499,0
12867,1706K-1CK*,259,259,259,0
13519,5790K-1CK*,129,,129,129
13408,2147K-1CK*,165,,165,165
15337,5882K-1CK*,155,,155
13159,2168KWW-1CK*,719,,719,719
13401,2146K-1CK*,159,,159
12938,2220K-1CK*,125,,125,125
13137,2147KSG-1CK*,185,,185,185
13130,1845LED-1CK*,469,,469
15509,5880KDB-1CK*,165,,165
14214,1192BE,92,92,89,0
14212,1192GY,92,92,89,0
15004,1193F2S,139,139,133,0
15993,1219GY-2,189,189,179,0
14262,1255F1S,85,85,80,0
15620,1706-4,109,109,99,0
15623,1706-9,239,239,229,0
15402,1707-4,145,145,139,0
15148,1711K-1EK*,329,329,319,0
12891,1714KBK-1CK*,389,389,379,0
15837,1715-50*,519,519,499,0
12829,1718KGY-1CK*,389,389,379,0
13512,1733K-1CK*,239,239,235,0
13427,1737KNC-1CK*,465,465,459,0
13485,1737KW-1CK*,465,465,459,0
15516,1759T-1,85,85,79,0
13183,1896KN-1CK*,169,169,165,0
12074,1935A,140,140,135,0
12071,1935S,130,130,125,0
13368,2169SLK-1CK*,769,769,749,0
13357,2243K-1CK*,579,579,565,0
14702,3224N-30,105,105,99,0
12495,3270-S1BK,47,47,45,0
14842,468CP,135,135,129,0
14846,4732PU,169,169,159,0
12093,5429-24ST,41,41,39,0
15359,8229-RRPW,210,210,198,0
15890,8255GY-2LCNPHD,385,385,365,0
16104,8259-LRPWH,236,236,229,0
16105,8259-RRPWH,236,236,230,0
15888,8260DB-LRPW,196,196,186,0
15369,8260GY-RRPW,196,196,186,0
15960,9914CH-2RCN,240,240,225,0
